user_id,item_id,score
285,1,1
286,1,1
2258,1,1
287,1,1
289,1,1
2264,1,1
291,1,1
290,1,1
2263,1,1
2262,1,1
294,1,1
2266,1,1
296,1,1
293,1,1
2277,1,1
2278,1,1
311,1,1
314,1,1
315,1,1
2281,1,1
2283,1,1
2282,1,1
320,1,1
2296,1,1
329,1,1
328,1,1
2297,1,1
337,1,1
338,1,1
335,1,1
344,1,1
2301,1,1
348,1,1
2302,1,1
2304,1,1
356,1,1
2306,1,1
362,1,1
359,1,1
364,1,1
363,1,1
366,1,1
2313,1,1
368,1,1
378,1,1
2315,1,1
382,1,1
2316,1,1
2317,1,1
2322,1,1
2325,1,1
394,1,1
396,1,1
397,1,1
402,1,1
398,1,1
2331,1,1
409,1,1
2337,1,1
2338,1,1
419,1,1
2347,1,1
423,1,1
2350,1,1
2359,1,1
426,1,1
2358,1,1
429,1,1
2361,1,1
432,1,1
2369,1,1
434,1,1
2375,1,1
2374,1,1
2373,1,1
2381,1,1
440,1,1
444,1,1
2390,1,1
2392,1,1
2393,1,1
452,1,1
450,1,1
2395,1,1
2398,1,1
2396,1,1
455,1,1
457,1,1
2397,1,1
458,1,1
2402,1,1
459,1,1
461,1,1
463,1,1
466,1,1
2406,1,1
468,1,1
467,1,1
2411,1,1
2413,1,1
2414,1,1
2416,1,1
476,1,1
2417,1,1
2418,1,1
477,1,1
479,1,1
2422,1,1
483,1,1
482,1,1
2423,1,1
491,1,1
493,1,1
2429,1,1
492,1,1
494,1,1
2430,1,1
496,1,1
2435,1,1
2436,1,1
498,1,1
501,1,1
2440,1,1
2441,1,1
504,1,1
507,1,1
506,1,1
2447,1,1
510,1,1
509,1,1
511,1,1
2448,1,1
512,1,1
2451,1,1
2450,1,1
2452,1,1
2460,1,1
526,1,1
2462,1,1
2463,1,1
2465,1,1
3973,1,1
536,1,1
539,1,1
2470,1,1
542,1,1
2475,1,1
548,1,1
2483,1,1
2482,1,1
555,1,1
2486,1,1
557,1,1
559,1,1
565,1,1
2491,1,1
2494,1,1
2498,1,1
566,1,1
2499,1,1
570,1,1
573,1,1
2504,1,1
574,1,1
575,1,1
576,1,1
2511,1,1
2510,1,1
582,1,1
587,1,1
2528,1,1
2530,1,1
594,1,1
592,1,1
2529,1,1
2531,1,1
597,1,1
599,1,1
2533,1,1
601,1,1
602,1,1
605,1,1
2539,1,1
609,1,1
2543,1,1
2544,1,1
2546,1,1
614,1,1
617,1,1
619,1,1
2551,1,1
622,1,1
624,1,1
628,1,1
637,1,1
2564,1,1
2566,1,1
2569,1,1
642,1,1
644,1,1
2572,1,1
2574,1,1
648,1,1
2576,1,1
654,1,1
2580,1,1
660,1,1
657,1,1
658,1,1
665,1,1
666,1,1
669,1,1
2592,1,1
2596,1,1
2593,1,1
674,1,1
2600,1,1
673,1,1
2605,1,1
680,1,1
2606,1,1
2609,1,1
2614,1,1
686,1,1
2618,1,1
2619,1,1
687,1,1
688,1,1
690,1,1
691,1,1
693,1,1
2622,1,1
697,1,1
2625,1,1
699,1,1
701,1,1
702,1,1
703,1,1
706,1,1
2632,1,1
705,1,1
2636,1,1
2634,1,1
708,1,1
711,1,1
713,1,1
2640,1,1
715,1,1
720,1,1
722,1,1
724,1,1
2650,1,1
727,1,1
728,1,1
732,1,1
2654,1,1
735,1,1
736,1,1
2658,1,1
2665,1,1
742,1,1
741,1,1
2671,1,1
2674,1,1
2672,1,1
2679,1,1
747,1,1
2678,1,1
749,1,1
2680,1,1
2681,1,1
753,1,1
2693,1,1
757,1,1
2696,1,1
2697,1,1
2699,1,1
2705,1,1
2706,1,1
2709,1,1
2708,1,1
2710,1,1
762,1,1
766,1,1
767,1,1
770,1,1
775,1,1
773,1,1
3976,1,1
2726,1,1
2727,1,1
2728,1,1
783,1,1
784,1,1
781,1,1
786,1,1
787,1,1
2730,1,1
788,1,1
2733,1,1
2732,1,1
790,1,1
2734,1,1
2740,1,1
791,1,1
2743,1,1
795,1,1
2746,1,1
2749,1,1
801,1,1
805,1,1
2760,1,1
2771,1,1
810,1,1
2772,1,1
809,1,1
812,1,1
813,1,1
814,1,1
815,1,1
819,1,1
2780,1,1
2779,1,1
824,1,1
2787,1,1
831,1,1
832,1,1
2789,1,1
835,1,1
839,1,1
838,1,1
2797,1,1
2812,1,1
853,1,1
858,1,1
854,1,1
2819,1,0
860,1,1
864,1,1
866,1,1
2821,1,1
2822,1,1
2823,1,1
2828,1,1
2829,1,1
874,1,1
2830,1,1
2832,1,1
2834,1,1
2836,1,1
883,1,1
2845,1,1
2849,1,1
2852,1,1
890,1,1
2854,1,1
896,1,1
2859,1,1
2863,1,1
2861,1,1
2862,1,1
2864,1,1
900,1,1
2868,1,1
905,1,1
909,1,1
908,1,1
2874,1,1
2885,1,1
2884,1,1
2887,1,1
2890,1,1
919,1,1
2893,1,1
2896,1,1
923,1,1
2902,1,1
2900,1,1
2904,1,1
2905,1,1
931,1,1
2909,1,1
933,1,1
936,1,1
2911,1,1
2912,1,1
2914,1,1
941,1,1
2917,1,1
947,1,1
2921,1,1
949,1,1
956,1,1
959,1,1
960,1,1
958,1,1
2933,1,1
962,1,1
2937,1,1
964,1,1
2938,1,1
968,1,1
970,1,1
2952,1,1
975,1,1
2953,1,1
2960,1,1
2964,1,1
2966,1,1
2967,1,1
2971,1,1
2970,1,1
2972,1,1
2974,1,1
2977,1,1
989,1,1
2984,1,1
2999,1,1
2998,1,1
3000,1,1
1006,1,1
3009,1,1
3011,1,1
1009,1,1
1010,1,1
1016,1,1
3025,1,1
3027,1,1
1021,1,1
3030,1,1
3031,1,1
3029,1,1
3038,1,1
3037,1,1
1022,1,1
3051,1,1
1027,1,1
3053,1,1
1030,1,1
1029,1,1
3064,1,1
3062,1,1
3067,1,1
1033,1,1
3072,1,1
3070,1,1
1034,1,1
3075,1,1
3080,1,1
1040,1,1
3081,1,1
3087,1,1
3094,1,1
1047,1,1
3096,1,1
1049,1,1
1052,1,1
3106,1,1
3107,1,1
3111,1,1
1055,1,1
3119,1,1
3117,1,1
3118,1,1
1056,1,1
3122,1,1
1057,1,1
3123,1,1
1068,1,1
1064,1,1
1066,1,1
1069,1,1
1070,1,1
3133,1,1
3131,1,1
1075,1,1
1076,1,1
3137,1,1
1083,1,1
3143,1,1
1082,1,1
3150,1,1
3155,1,1
3154,1,0
3157,1,1
1094,1,1
1095,1,1
3166,1,1
1100,1,1
1101,1,1
1102,1,1
3171,1,1
1108,1,1
3172,1,1
3176,1,1
3183,1,1
1115,1,1
1119,1,1
3186,1,1
3191,1,1
3192,1,1
1126,1,1
3196,1,1
3198,1,1
1135,1,1
3199,1,1
1137,1,1
1139,1,1
1138,1,1
3203,1,1
1142,1,1
3204,1,1
3208,1,1
3211,1,1
1149,1,1
3215,1,1
3218,1,1
3219,1,1
1163,1,1
1166,1,1
1167,1,1
1169,1,1
1172,1,1
1175,1,1
3224,1,1
1177,1,1
1180,1,1
1179,1,1
1187,1,1
3234,1,1
1190,1,1
3235,1,1
3237,1,1
3241,1,1
3240,1,1
1192,1,1
3242,1,1
1198,1,1
3243,1,1
1201,1,1
1200,1,1
1212,1,1
3257,1,1
1219,1,1
1223,1,1
3264,1,1
1224,1,1
3269,1,1
1227,1,1
3278,1,1
3280,1,1
3284,1,1
3286,1,1
3292,1,1
3296,1,1
1253,1,1
3299,1,1
1259,1,1
1261,1,1
1262,1,1
3303,1,1
1263,1,1
3306,1,1
1266,1,1
1267,1,1
3310,1,1
1270,1,1
1275,1,1
1277,1,1
1285,1,1
1281,1,1
3314,1,1
3317,1,1
1288,1,1
3319,1,1
3320,1,1
1293,1,0
3323,1,1
1299,1,1
1302,1,1
3334,1,1
3335,1,1
1309,1,1
1311,1,1
1310,1,1
1314,1,1
1316,1,1
1320,1,1
3341,1,1
3342,1,1
3343,1,1
1325,1,1
1327,1,1
1330,1,1
1329,1,1
1332,1,1
3348,1,1
1337,1,1
1334,1,1
3353,1,1
3352,1,1
1341,1,1
1344,1,1
3360,1,1
3357,1,1
1347,1,1
3361,1,1
3367,1,1
1350,1,1
1354,1,1
3369,1,1
3373,1,1
1355,1,1
3374,1,1
1356,1,1
1362,1,1
1363,1,1
3382,1,1
1367,1,1
1368,1,1
1370,1,1
1374,1,1
3395,1,1
1375,1,1
3396,1,1
3397,1,1
1379,1,1
3402,1,1
3406,1,1
1386,1,1
3408,1,1
1390,1,1
3412,1,1
3414,1,1
3417,1,1
1399,1,1
1402,1,1
3419,1,1
3423,1,1
1406,1,1
3428,1,1
3425,1,1
3432,1,1
3430,1,1
3982,1,1
3437,1,1
1415,1,1
1413,1,1
1416,1,1
1418,1,1
3444,1,1
1422,1,1
1424,1,1
3451,1,1
1426,1,1
1430,1,1
3456,1,1
3458,1,1
1433,1,1
1436,1,1
1440,1,1
3464,1,1
1441,1,1
3467,1,1
1444,1,1
3473,1,1
1450,1,1
1451,1,1
3479,1,1
1452,1,1
3983,1,1
1457,1,1
1458,1,1
1465,1,1
3485,1,1
1469,1,1
3497,1,1
3502,1,1
3500,1,1
1480,1,1
1478,1,1
3503,1,1
3507,1,1
3508,1,1
3509,1,1
3510,1,1
1488,1,0
1489,1,1
3514,1,1
3516,1,1
3515,1,1
1496,1,1
3518,1,1
1497,1,1
1501,1,1
1502,1,1
1504,1,1
1510,1,1
3523,1,1
3521,1,1
1515,1,1
1523,1,1
3529,1,1
3530,1,1
1531,1,1
1534,1,1
3532,1,1
1537,1,1
3537,1,1
1541,1,1
1540,1,1
1543,1,1
1544,1,1
3548,1,1
1545,1,1
3985,1,1
1550,1,1
1553,1,1
3553,1,1
3556,1,1
1564,1,1
1563,1,1
3562,1,1
3564,1,1
3569,1,1
1572,1,0
3573,1,1
1579,1,1
3576,1,1
3581,1,1
1590,1,1
1591,1,1
1593,1,1
1592,1,1
1594,1,1
3589,1,1
1599,1,1
1598,1,1
1601,1,1
3596,1,1
1603,1,1
1607,1,1
3602,1,1
3603,1,1
3606,1,1
3604,1,1
1612,1,1
1615,1,1
1623,1,1
1624,1,1
1625,1,1
3620,1,1
1627,1,1
3622,1,1
3623,1,1
3625,1,1
1628,1,1
3629,1,1
1637,1,1
1636,1,1
1638,1,1
1640,1,1
1642,1,1
3642,1,1
3640,1,1
1649,1,1
1650,1,1
3646,1,1
1653,1,1
3647,1,1
3650,1,1
1656,1,1
3651,1,1
1660,1,1
3652,1,1
1661,1,1
1665,1,1
1666,1,1
1667,1,1
1668,1,1
3658,1,1
3661,1,1
1671,1,1
1677,1,1
1680,1,1
1683,1,1
3665,1,1
3666,1,1
1685,1,1
3667,1,1
1686,1,1
1688,1,1
1690,1,1
3676,1,1
3677,1,1
1701,1,1
3688,1,1
1705,1,1
1706,1,1
1707,1,1
3694,1,1
1714,1,1
3697,1,1
1725,1,1
1726,1,1
3700,1,1
4010,1,1
1734,1,1
1732,1,1
1735,1,1
1736,1,1
1738,1,1
3706,1,1
3704,1,1
1740,1,1
3707,1,1
1742,1,1
3716,1,1
3717,1,1
3718,1,1
3719,1,1
1751,1,1
1752,1,1
3724,1,1
3727,1,1
3729,1,1
3730,1,1
1758,1,1
1759,1,1
3734,1,1
1763,1,1
3738,1,1
1765,1,1
3743,1,1
3744,1,1
3745,1,1
3748,1,1
3747,1,1
3750,1,1
1772,1,1
1773,1,1
1775,1,1
3754,1,1
3757,1,1
1778,1,1
3760,1,1
3763,1,1
3766,1,1
3768,1,1
3769,1,1
1782,1,1
1783,1,1
3770,1,1
1784,1,1
3773,1,1
1789,1,1
3775,1,1
1791,1,1
3776,1,1
3778,1,1
3779,1,1
3786,1,1
1805,1,1
1806,1,1
3795,1,1
1808,1,1
3797,1,1
1809,1,1
3801,1,1
3799,1,1
3804,1,1
1813,1,1
3805,1,1
3807,1,1
1818,1,1
1817,1,1
3809,1,1
3814,1,1
1820,1,1
1825,1,1
3823,1,1
3827,1,1
3826,1,1
1831,1,1
1829,1,1
1830,1,1
1833,1,1
3839,1,1
3835,1,1
1842,1,1
3846,1,1
3848,1,1
1850,1,1
1851,1,1
3853,1,1
1854,1,1
3857,1,1
3860,1,1
3865,1,1
3867,1,1
3866,1,1
1859,1,1
3870,1,1
1865,1,1
1867,1,1
1869,1,1
3878,1,1
3881,1,1
3879,1,1
3886,1,1
3888,1,1
3889,1,1
1878,1,1
3891,1,1
3893,1,1
3897,1,1
3896,1,1
3899,1,1
1883,1,1
3900,1,1
3901,1,1
3903,1,1
1884,1,1
1882,1,1
3902,1,1
1885,1,1
3905,1,1
1892,1,1
3907,1,1
3910,1,1
3915,1,1
1903,1,1
1901,1,1
3916,1,1
1909,1,1
3926,1,1
3929,1,1
3930,1,1
3933,1,1
1914,1,1
3936,1,1
3941,1,1
1922,1,1
3944,1,1
1925,1,1
3946,1,1
1923,1,1
1928,1,1
1929,1,1
1932,1,1
3949,1,1
1936,1,1
1938,1,1
1945,1,1
3967,1,1
1946,1,1
3968,1,1
1,2,1
1949,2,1
1947,2,1
1948,2,1
6,2,1
5,2,1
1952,2,1
8,2,1
9,2,1
1954,2,1
12,2,1
1957,2,1
11,2,1
1958,2,1
1959,2,1
14,2,1
1962,2,1
1960,2,1
1963,2,1
1965,2,1
17,2,1
1968,2,1
1970,2,1
1972,2,1
22,2,1
1974,2,1
24,2,1
1975,2,1
1979,2,1
30,2,1
1981,2,1
1983,2,1
1985,2,1
1984,2,1
1986,2,1
1987,2,1
32,2,1
1989,2,1
1988,2,1
33,2,1
1993,2,1
1990,2,1
1994,2,1
1995,2,1
38,2,1
39,2,1
1996,2,1
40,2,1
1997,2,1
1999,2,1
1998,2,1
2004,2,1
2000,2,1
2005,2,1
47,2,1
50,2,1
52,2,1
2009,2,1
55,2,1
53,2,1
2012,2,1
2011,2,1
56,2,1
2014,2,1
61,2,1
64,2,1
62,2,1
2019,2,1
2020,2,1
67,2,1
68,2,1
2023,2,1
2025,2,1
70,2,1
2031,2,1
2032,2,1
71,2,1
2033,2,1
2034,2,1
2035,2,1
79,2,1
75,2,1
2042,2,1
81,2,1
80,2,1
2043,2,1
82,2,1
83,2,1
2044,2,1
87,2,1
88,2,1
2048,2,1
2049,2,1
2047,2,1
91,2,1
94,2,1
95,2,1
2052,2,1
2054,2,1
2055,2,1
2060,2,1
99,2,1
2063,2,1
2064,2,1
103,2,1
2066,2,1
105,2,1
108,2,1
110,2,1
2067,2,1
109,2,1
111,2,1
2070,2,1
2069,2,1
2071,2,1
2072,2,1
114,2,1
118,2,1
119,2,1
113,2,1
122,2,1
120,2,1
2077,2,1
121,2,1
124,2,1
2080,2,1
2083,2,1
2081,2,1
2088,2,1
127,2,1
126,2,1
131,2,1
2091,2,1
2092,2,1
133,2,1
134,2,1
136,2,1
135,2,1
2095,2,1
140,2,1
138,2,1
142,2,1
143,2,1
2098,2,1
2097,2,1
2100,2,1
2099,2,1
2105,2,1
2104,2,1
147,2,1
2106,2,1
2107,2,1
150,2,1
151,2,1
152,2,1
2110,2,1
2112,2,1
2113,2,1
154,2,1
155,2,1
2124,2,1
159,2,1
158,2,1
2127,2,1
160,2,1
2129,2,1
2131,2,1
2133,2,1
2134,2,1
2135,2,1
168,2,1
169,2,1
170,2,1
171,2,1
2138,2,1
174,2,1
175,2,1
176,2,1
2141,2,1
177,2,1
180,2,1
181,2,1
2148,2,1
183,2,1
2149,2,1
185,2,1
2152,2,1
187,2,1
2153,2,1
189,2,1
191,2,1
192,2,1
197,2,1
198,2,1
199,2,1
2159,2,1
2160,2,1
202,2,1
201,2,1
2175,2,1
208,2,1
209,2,1
207,2,1
2181,2,1
214,2,1
215,2,1
2183,2,1
217,2,1
2185,2,1
220,2,1
225,2,1
2189,2,1
227,2,1
226,2,1
232,2,1
230,2,1
229,2,1
2197,2,1
2194,2,1
234,2,1
235,2,1
2203,2,1
241,2,1
239,2,1
238,2,1
2204,2,1
243,2,1
244,2,1
2205,2,1
247,2,1
2207,2,1
2210,2,1
252,2,1
2211,2,1
2213,2,1
2215,2,1
2216,2,1
2217,2,1
253,2,1
2219,2,1
2220,2,1
2223,2,1
2226,2,1
257,2,1
2227,2,1
2232,2,1
2234,2,1
267,2,1
269,2,1
271,2,1
2238,2,1
270,2,1
273,2,1
2239,2,1
277,2,1
2245,2,1
2244,2,1
280,2,1
2246,2,1
2247,2,1
282,2,1
2250,2,1
2249,2,1
2251,2,1
283,2,1
2253,2,1
286,2,1
287,2,1
2256,2,1
2258,2,1
288,2,1
289,2,1
2260,2,1
2261,2,1
2264,2,1
290,2,1
2265,2,1
2266,2,1
2269,2,1
294,2,1
293,2,1
295,2,1
297,2,1
2268,2,1
2277,2,1
302,2,1
2278,2,1
303,2,1
308,2,1
307,2,1
312,2,1
311,2,1
314,2,1
2280,2,1
318,2,1
2281,2,1
319,2,1
320,2,1
321,2,1
2284,2,1
323,2,1
2285,2,1
324,2,1
325,2,1
326,2,1
2288,2,1
2289,2,1
2290,2,1
2291,2,1
2292,2,1
327,2,1
2293,2,1
2295,2,1
332,2,1
341,2,1
339,2,1
2300,2,1
344,2,1
345,2,1
343,2,1
347,2,1
350,2,1
352,2,1
2306,2,1
2304,2,1
357,2,1
356,2,1
355,2,1
2307,2,1
2309,2,1
2310,2,1
366,2,1
372,2,1
368,2,1
378,2,1
2318,2,1
380,2,1
2319,2,1
2320,2,1
2321,2,1
2326,2,1
2325,2,1
386,2,1
2327,2,1
388,2,1
389,2,1
2330,2,1
397,2,1
399,2,1
392,2,1
398,2,1
402,2,1
2331,2,1
403,2,1
2332,2,1
404,2,1
409,2,1
2335,2,1
413,2,1
416,2,1
2338,2,1
2339,2,1
2340,2,1
2341,2,1
419,2,1
2342,2,1
2343,2,1
2344,2,1
2346,2,1
422,2,1
2347,2,1
424,2,1
425,2,1
426,2,1
2359,2,1
2357,2,1
428,2,1
2362,2,1
2363,2,1
430,2,1
2368,2,1
2365,2,1
2371,2,1
435,2,1
2375,2,1
2376,2,1
439,2,1
2380,2,1
2379,2,1
2381,2,1
2378,2,1
441,2,1
442,2,1
2385,2,1
444,2,1
2391,2,1
449,2,1
452,2,1
451,2,1
2395,2,1
2397,2,1
2396,2,1
455,2,1
2400,2,1
2401,2,1
458,2,1
2402,2,1
459,2,1
460,2,1
462,2,1
2404,2,1
465,2,1
466,2,1
2407,2,1
2408,2,1
2406,2,1
468,2,1
2409,2,1
2410,2,1
2413,2,1
470,2,1
2414,2,1
471,2,1
476,2,1
2418,2,1
2417,2,1
477,2,1
2419,2,1
2421,2,1
2420,2,1
482,2,1
2422,2,1
2425,2,1
2424,2,1
2427,2,1
485,2,1
2428,2,1
489,2,1
490,2,1
493,2,1
492,2,1
2429,2,1
2431,2,1
496,2,1
497,2,1
498,2,1
2437,2,1
2438,2,1
2441,2,1
507,2,1
508,2,1
2445,2,1
2446,2,1
2447,2,1
511,2,1
2449,2,1
512,2,1
2451,2,1
2455,2,1
514,2,1
516,2,1
2457,2,1
2458,2,1
519,2,1
526,2,1
2460,2,1
528,2,1
2461,2,1
529,2,1
2462,2,1
2463,2,1
2464,2,1
534,2,1
2466,2,1
2467,2,1
533,2,1
536,2,1
2468,2,1
540,2,1
2469,2,1
2470,2,1
545,2,1
2473,2,1
544,2,1
549,2,1
2474,2,1
550,2,1
2476,2,1
2481,2,1
2480,2,1
552,2,1
2482,2,1
2485,2,1
553,2,1
558,2,1
2486,2,1
563,2,1
2489,2,1
2491,2,1
2495,2,1
565,2,1
3992,2,1
2494,2,1
2496,2,1
567,2,1
573,2,1
576,2,1
2507,2,1
2510,2,1
579,2,1
2512,2,1
2511,2,1
581,2,1
583,2,1
2520,2,1
582,2,1
586,2,1
587,2,1
589,2,1
2524,2,1
590,2,1
591,2,1
2527,2,1
2526,2,1
593,2,1
2528,2,1
2529,2,1
2530,2,1
597,2,1
2534,2,1
2533,2,1
602,2,1
604,2,1
606,2,1
607,2,1
2537,2,1
609,2,1
611,2,1
613,2,1
2542,2,1
2543,2,1
614,2,1
615,2,1
2547,2,1
617,2,1
619,2,1
620,2,1
2550,2,1
2556,2,1
2558,2,1
625,2,1
630,2,1
632,2,1
629,2,1
631,2,1
636,2,1
2563,2,1
2566,2,1
643,2,1
2567,2,1
645,2,1
2572,2,1
2576,2,1
2573,2,1
650,2,1
651,2,1
648,2,1
2577,2,1
2580,2,1
2582,2,1
659,2,1
656,2,1
2583,2,1
657,2,1
2584,2,1
671,2,1
669,2,1
2593,2,1
2597,2,1
2598,2,1
674,2,1
679,2,1
2603,2,1
681,2,1
2604,2,1
2607,2,1
682,2,1
683,2,1
685,2,1
2612,2,1
2609,2,1
2611,2,1
2615,2,1
686,2,1
2619,2,1
2617,2,1
687,2,1
2621,2,1
690,2,1
691,2,1
2622,2,1
693,2,1
695,2,1
700,2,1
2623,2,1
2624,2,1
701,2,1
2626,2,1
702,2,1
704,2,1
706,2,1
2635,2,1
2634,2,1
708,2,1
709,2,1
715,2,1
716,2,1
717,2,1
2644,2,1
2645,2,1
719,2,1
720,2,1
2647,2,1
2648,2,1
721,2,1
2649,2,1
722,2,1
723,2,1
2650,2,1
2651,2,1
725,2,1
727,2,1
2652,2,1
732,2,1
730,2,1
2654,2,1
2655,2,1
734,2,1
733,2,1
737,2,1
2658,2,1
738,2,1
2661,2,1
2665,2,1
2666,2,1
2667,2,1
2668,2,1
2670,2,1
2669,2,1
2671,2,1
2672,2,1
2673,2,1
2676,2,1
2677,2,1
745,2,1
746,2,1
2679,2,1
2678,2,1
747,2,1
2680,2,1
749,2,1
2681,2,1
2682,2,1
750,2,1
753,2,1
2683,2,1
2684,2,1
2691,2,1
2689,2,1
2690,2,1
756,2,1
757,2,1
2693,2,1
2699,2,1
758,2,1
2701,2,1
760,2,1
2706,2,1
762,2,1
2707,2,1
2710,2,1
2713,2,1
764,2,1
2714,2,1
766,2,1
2718,2,1
770,2,1
2719,2,1
774,2,1
2724,2,1
776,2,1
778,2,1
777,2,1
780,2,1
2728,2,1
779,2,1
784,2,1
782,2,1
785,2,1
786,2,1
3999,2,1
790,2,1
2733,2,1
792,2,1
791,2,1
795,2,1
2744,2,1
797,2,1
2746,2,1
799,2,1
2749,2,1
2748,2,1
2751,2,1
2750,2,1
2754,2,1
2755,2,1
2757,2,1
2756,2,1
804,2,1
2758,2,1
2761,2,1
806,2,1
805,2,1
2763,2,1
2765,2,1
2764,2,1
2767,2,1
2768,2,1
2766,2,1
807,2,1
808,2,1
2769,2,1
810,2,1
2771,2,1
809,2,1
811,2,1
2773,2,1
813,2,1
2774,2,1
815,2,1
816,2,1
817,2,1
2775,2,1
819,2,1
818,2,1
820,2,1
2776,2,1
2780,2,1
2779,2,1
2782,2,1
824,2,1
825,2,1
829,2,1
828,2,1
2785,2,1
2787,2,1
2788,2,1
2789,2,1
833,2,1
2793,2,1
834,2,1
2795,2,1
2796,2,1
837,2,1
841,2,1
4000,2,1
842,2,1
2798,2,1
2808,2,1
2812,2,1
2814,2,1
854,2,1
2817,2,1
856,2,1
860,2,1
862,2,1
865,2,1
864,2,1
866,2,1
867,2,1
2821,2,1
2822,2,1
869,2,1
2826,2,1
2828,2,1
873,2,1
872,2,1
2829,2,1
874,2,1
2831,2,1
2830,2,1
2832,2,1
875,2,1
876,2,1
877,2,1
2834,2,1
878,2,1
2836,2,1
882,2,1
2837,2,1
2838,2,1
2839,2,1
881,2,1
2840,2,1
2842,2,1
883,2,1
884,2,1
885,2,1
2843,2,1
2847,2,1
2849,2,1
2848,2,1
2846,2,1
2851,2,1
890,2,1
2855,2,1
2857,2,1
2859,2,1
2858,2,1
2863,2,1
2862,2,1
2866,2,1
2864,2,1
898,2,1
902,2,1
2872,2,1
903,2,1
2874,2,1
907,2,1
905,2,1
2876,2,1
2877,2,1
911,2,1
2880,2,1
2879,2,1
2881,2,1
2882,2,1
2884,2,1
916,2,1
915,2,1
2889,2,1
2886,2,1
918,2,1
2891,2,1
2894,2,1
2897,2,1
919,2,1
923,2,1
925,2,1
2900,2,1
2904,2,1
2899,2,1
2903,2,1
928,2,1
930,2,1
931,2,1
929,2,1
2906,2,1
932,2,1
933,2,1
936,2,1
2909,2,1
2910,2,1
940,2,1
2913,2,1
2915,2,1
2917,2,1
2916,2,1
2920,2,1
945,2,1
943,2,1
947,2,1
4004,2,1
948,2,1
949,2,1
2921,2,1
2924,2,1
951,2,1
2928,2,1
956,2,1
955,2,1
2929,2,1
2931,2,1
959,2,1
960,2,1
962,2,1
963,2,1
2935,2,1
2937,2,1
965,2,1
2936,2,1
2938,2,1
2941,2,1
2940,2,1
2942,2,1
2944,2,1
966,2,1
968,2,1
2946,2,1
2948,2,1
969,2,1
2947,2,1
970,2,1
2949,2,1
2952,2,1
973,2,1
2953,2,1
2955,2,1
2956,2,1
974,2,1
977,2,1
979,2,1
978,2,1
2961,2,1
2962,2,1
2963,2,1
2965,2,1
2966,2,1
2967,2,1
983,2,1
2970,2,1
984,2,1
2972,2,1
2976,2,1
2980,2,1
2979,2,1
988,2,1
2981,2,1
2984,2,1
2986,2,1
996,2,1
2987,2,1
2988,2,1
2998,2,1
2995,2,1
2997,2,1
3001,2,1
3000,2,1
3003,2,1
3002,2,1
3004,2,1
1007,2,1
3007,2,1
3008,2,1
1009,2,1
3013,2,1
3015,2,1
1012,2,1
3018,2,1
3020,2,1
1017,2,1
3035,2,1
3033,2,1
3039,2,1
3041,2,1
3043,2,1
3042,2,1
1024,2,1
1023,2,1
3047,2,1
3045,2,1
3050,2,1
3048,2,1
3056,2,1
3057,2,1
3059,2,1
3058,2,1
3064,2,1
3062,2,1
3063,2,1
3065,2,1
3066,2,1
